timestamp,price,buy_volume,sell_volume
2024-06-25 17:30:00,61575.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61585.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61595.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61605.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61615.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61625.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61635.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61645.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61655.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61665.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61675.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61685.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61695.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61705.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61715.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61725.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61735.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61745.0,5.616915263157895,6.859188421052633
2024-06-25 17:30:00,61755.0,5.616915263157895,6.859188421052633
2024-06-25 17:45:00,61385.0,4.4822092592592595,7.694697037037037
2024-06-25 17:45:00,61395.0,4.4822092592592595,7.694697037037037
2024-06-25 17:45:00,61405.0,4.4822092592592595,7.694697037037037
2024-06-25 17:45:00,61415.0,4.4822092592592595,7.694697037037037
2024-06-25 17:45:00,61425.0,4.4822092592592595,7.694697037037037
2024-06-25 17:45:00,61435.0,4.4822092592592595,7.694697037037037
2024-06-25 17:45:00,61445.0,4.4822092592592595,7.694697037037037
2024-06-25 17:45:00,61455.0,4.4822092592592595,7.694697037037037
2024-06-25 17:45:00,61465.0,4.4822092592592595,7.694697037037037
2024-06-25 17:45:00,61475.0,4.4822092592592595,7.694697037037037
