session,start_time,end_time,open,high,low,close,volume,poc,value_area_min,value_area_max,volume_profile,price_bins
0,2024-06-16 08:15:00,2024-06-16 23:45:00,66284.0,66998.7,66172.5,66676.87,7373.07439,66669.74262626262,66130.54202020202,67208.94323232323,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 230.28814, 107.27413, 803.1488599999999, 178.98531, 1537.2480600000001, 2003.6315099999995, 2206.44879, 306.04958999999997, 0.0, 0.0, 0.0, 0.0, 0.0]","[58402.0, 58491.866767676765, 58581.73353535354, 58671.6003030303, 58761.46707070707, 58851.33383838384, 58941.20060606061, 59031.06737373737, 59120.93414141414, 59210.80090909091, 59300.667676767676, 59390.53444444444, 59480.401212121214, 59570.26797979798, 59660.134747474745, 59750.00151515152, 59839.86828282828, 59929.73505050505, 60019.601818181814, 60109.46858585859, 60199.33535353535, 60289.20212121212, 60379.06888888889, 60468.935656565656, 60558.80242424242, 60648.669191919194, 60738.53595959596, 60828.402727272725, 60918.26949494949, 61008.13626262626, 61098.00303030303, 61187.869797979794, 61277.73656565657, 61367.60333333333, 61457.4701010101, 61547.33686868687, 61637.203636363636, 61727.0704040404, 61816.937171717174, 61906.80393939394, 61996.670707070705, 62086.53747474747, 62176.40424242424, 62266.27101010101, 62356.137777777774, 62446.00454545455, 62535.87131313131, 62625.73808080808, 62715.60484848484, 62805.471616161616, 62895.33838383838, 62985.205151515154, 63075.07191919192, 63164.938686868685, 63254.80545454545, 63344.67222222222, 63434.53898989899, 63524.405757575754, 63614.27252525253, 63704.13929292929, 63794.00606060606, 63883.87282828282, 63973.739595959596, 64063.60636363636, 64153.47313131313, 64243.3398989899, 64333.206666666665, 64423.07343434343, 64512.9402020202, 64602.80696969697, 64692.673737373734, 64782.54050505051, 64872.40727272727, 64962.27404040404, 65052.1408080808, 65142.007575757576, 65231.87434343434, 65321.74111111111, 65411.60787878788, 65501.474646464645, 65591.34141414141, 65681.20818181818, 65771.07494949494, 65860.94171717172, 65950.80848484849, 66040.67525252525, 66130.54202020202, 66220.40878787878, 66310.27555555555, 66400.14232323231, 66490.0090909091, 66579.87585858586, 66669.74262626262, 66759.60939393939, 66849.47616161616, 66939.34292929292, 67029.20969696969, 67119.07646464647, 67208.94323232323, 67298.81]"
1,2024-06-17 00:00:00,2024-06-17 00:00:00,66676.86,66686.77,66549.37,66665.53,436.32676,66579.87585858586,66579.87585858586,66579.87585858586,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 436.32676, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[58402.0, 58491.866767676765, 58581.73353535354, 58671.6003030303, 58761.46707070707, 58851.33383838384, 58941.20060606061, 59031.06737373737, 59120.93414141414, 59210.80090909091, 59300.667676767676, 59390.53444444444, 59480.401212121214, 59570.26797979798, 59660.134747474745, 59750.00151515152, 59839.86828282828, 59929.73505050505, 60019.601818181814, 60109.46858585859, 60199.33535353535, 60289.20212121212, 60379.06888888889, 60468.935656565656, 60558.80242424242, 60648.669191919194, 60738.53595959596, 60828.402727272725, 60918.26949494949, 61008.13626262626, 61098.00303030303, 61187.869797979794, 61277.73656565657, 61367.60333333333, 61457.4701010101, 61547.33686868687, 61637.203636363636, 61727.0704040404, 61816.937171717174, 61906.80393939394, 61996.670707070705, 62086.53747474747, 62176.40424242424, 62266.27101010101, 62356.137777777774, 62446.00454545455, 62535.87131313131, 62625.73808080808, 62715.60484848484, 62805.471616161616, 62895.33838383838, 62985.205151515154, 63075.07191919192, 63164.938686868685, 63254.80545454545, 63344.67222222222, 63434.53898989899, 63524.405757575754, 63614.27252525253, 63704.13929292929, 63794.00606060606, 63883.87282828282, 63973.739595959596, 64063.60636363636, 64153.47313131313, 64243.3398989899, 64333.206666666665, 64423.07343434343, 64512.9402020202, 64602.80696969697, 64692.673737373734, 64782.54050505051, 64872.40727272727, 64962.27404040404, 65052.1408080808, 65142.007575757576, 65231.87434343434, 65321.74111111111, 65411.60787878788, 65501.474646464645, 65591.34141414141, 65681.20818181818, 65771.07494949494, 65860.94171717172, 65950.80848484849, 66040.67525252525, 66130.54202020202, 66220.40878787878, 66310.27555555555, 66400.14232323231, 66490.0090909091, 66579.87585858586, 66669.74262626262, 66759.60939393939, 66849.47616161616, 66939.34292929292, 67029.20969696969, 67119.07646464647, 67208.94323232323, 67298.81]"
2,2024-06-17 00:15:00,2024-06-17 00:15:00,66665.52,66753.29,66604.01,66753.29,62.43105,66669.74262626262,66669.74262626262,66669.74262626262,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 62.43105, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[58402.0, 58491.866767676765, 58581.73353535354, 58671.6003030303, 58761.46707070707, 58851.33383838384, 58941.20060606061, 59031.06737373737, 59120.93414141414, 59210.80090909091, 59300.667676767676, 59390.53444444444, 59480.401212121214, 59570.26797979798, 59660.134747474745, 59750.00151515152, 59839.86828282828, 59929.73505050505, 60019.601818181814, 60109.46858585859, 60199.33535353535, 60289.20212121212, 60379.06888888889, 60468.935656565656, 60558.80242424242, 60648.669191919194, 60738.53595959596, 60828.402727272725, 60918.26949494949, 61008.13626262626, 61098.00303030303, 61187.869797979794, 61277.73656565657, 61367.60333333333, 61457.4701010101, 61547.33686868687, 61637.203636363636, 61727.0704040404, 61816.937171717174, 61906.80393939394, 61996.670707070705, 62086.53747474747, 62176.40424242424, 62266.27101010101, 62356.137777777774, 62446.00454545455, 62535.87131313131, 62625.73808080808, 62715.60484848484, 62805.471616161616, 62895.33838383838, 62985.205151515154, 63075.07191919192, 63164.938686868685, 63254.80545454545, 63344.67222222222, 63434.53898989899, 63524.405757575754, 63614.27252525253, 63704.13929292929, 63794.00606060606, 63883.87282828282, 63973.739595959596, 64063.60636363636, 64153.47313131313, 64243.3398989899, 64333.206666666665, 64423.07343434343, 64512.9402020202, 64602.80696969697, 64692.673737373734, 64782.54050505051, 64872.40727272727, 64962.27404040404, 65052.1408080808, 65142.007575757576, 65231.87434343434, 65321.74111111111, 65411.60787878788, 65501.474646464645, 65591.34141414141, 65681.20818181818, 65771.07494949494, 65860.94171717172, 65950.80848484849, 66040.67525252525, 66130.54202020202, 66220.40878787878, 66310.27555555555, 66400.14232323231, 66490.0090909091, 66579.87585858586, 66669.74262626262, 66759.60939393939, 66849.47616161616, 66939.34292929292, 67029.20969696969, 67119.07646464647, 67208.94323232323, 67298.81]"
3,2024-06-17 00:30:00,2024-06-17 00:30:00,66753.28,66913.69,66753.28,66812.88,131.96906,66759.60939393939,66759.60939393939,66759.60939393939,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 131.96906, 0.0, 0.0, 0.0, 0.0, 0.0]","[58402.0, 58491.866767676765, 58581.73353535354, 58671.6003030303, 58761.46707070707, 58851.33383838384, 58941.20060606061, 59031.06737373737, 59120.93414141414, 59210.80090909091, 59300.667676767676, 59390.53444444444, 59480.401212121214, 59570.26797979798, 59660.134747474745, 59750.00151515152, 59839.86828282828, 59929.73505050505, 60019.601818181814, 60109.46858585859, 60199.33535353535, 60289.20212121212, 60379.06888888889, 60468.935656565656, 60558.80242424242, 60648.669191919194, 60738.53595959596, 60828.402727272725, 60918.26949494949, 61008.13626262626, 61098.00303030303, 61187.869797979794, 61277.73656565657, 61367.60333333333, 61457.4701010101, 61547.33686868687, 61637.203636363636, 61727.0704040404, 61816.937171717174, 61906.80393939394, 61996.670707070705, 62086.53747474747, 62176.40424242424, 62266.27101010101, 62356.137777777774, 62446.00454545455, 62535.87131313131, 62625.73808080808, 62715.60484848484, 62805.471616161616, 62895.33838383838, 62985.205151515154, 63075.07191919192, 63164.938686868685, 63254.80545454545, 63344.67222222222, 63434.53898989899, 63524.405757575754, 63614.27252525253, 63704.13929292929, 63794.00606060606, 63883.87282828282, 63973.739595959596, 64063.60636363636, 64153.47313131313, 64243.3398989899, 64333.206666666665, 64423.07343434343, 64512.9402020202, 64602.80696969697, 64692.673737373734, 64782.54050505051, 64872.40727272727, 64962.27404040404, 65052.1408080808, 65142.007575757576, 65231.87434343434, 65321.74111111111, 65411.60787878788, 65501.474646464645, 65591.34141414141, 65681.20818181818, 65771.07494949494, 65860.94171717172, 65950.80848484849, 66040.67525252525, 66130.54202020202, 66220.40878787878, 66310.27555555555, 66400.14232323231, 66490.0090909091, 66579.87585858586, 66669.74262626262, 66759.60939393939, 66849.47616161616, 66939.34292929292, 67029.20969696969, 67119.07646464647, 67208.94323232323, 67298.81]"
4,2024-06-17 00:45:00,2024-06-17 00:45:00,66812.87,66812.87,66550.0,66583.96,104.83186,66579.87585858586,66579.87585858586,66579.87585858586,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 104.83186, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[58402.0, 58491.866767676765, 58581.73353535354, 58671.6003030303, 58761.46707070707, 58851.33383838384, 58941.20060606061, 59031.06737373737, 59120.93414141414, 59210.80090909091, 59300.667676767676, 59390.53444444444, 59480.401212121214, 59570.26797979798, 59660.134747474745, 59750.00151515152, 59839.86828282828, 59929.73505050505, 60019.601818181814, 60109.46858585859, 60199.33535353535, 60289.20212121212, 60379.06888888889, 60468.935656565656, 60558.80242424242, 60648.669191919194, 60738.53595959596, 60828.402727272725, 60918.26949494949, 61008.13626262626, 61098.00303030303, 61187.869797979794, 61277.73656565657, 61367.60333333333, 61457.4701010101, 61547.33686868687, 61637.203636363636, 61727.0704040404, 61816.937171717174, 61906.80393939394, 61996.670707070705, 62086.53747474747, 62176.40424242424, 62266.27101010101, 62356.137777777774, 62446.00454545455, 62535.87131313131, 62625.73808080808, 62715.60484848484, 62805.471616161616, 62895.33838383838, 62985.205151515154, 63075.07191919192, 63164.938686868685, 63254.80545454545, 63344.67222222222, 63434.53898989899, 63524.405757575754, 63614.27252525253, 63704.13929292929, 63794.00606060606, 63883.87282828282, 63973.739595959596, 64063.60636363636, 64153.47313131313, 64243.3398989899, 64333.206666666665, 64423.07343434343, 64512.9402020202, 64602.80696969697, 64692.673737373734, 64782.54050505051, 64872.40727272727, 64962.27404040404, 65052.1408080808, 65142.007575757576, 65231.87434343434, 65321.74111111111, 65411.60787878788, 65501.474646464645, 65591.34141414141, 65681.20818181818, 65771.07494949494, 65860.94171717172, 65950.80848484849, 66040.67525252525, 66130.54202020202, 66220.40878787878, 66310.27555555555, 66400.14232323231, 66490.0090909091, 66579.87585858586, 66669.74262626262, 66759.60939393939, 66849.47616161616, 66939.34292929292, 67029.20969696969, 67119.07646464647, 67208.94323232323, 67298.81]"
5,2024-06-17 01:00:00,2024-06-17 01:00:00,66583.96,66610.0,66535.28,66604.58,78.54368,66579.87585858586,66579.87585858586,66579.87585858586,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 78.54368, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[58402.0, 58491.866767676765, 58581.73353535354, 58671.6003030303, 58761.46707070707, 58851.33383838384, 58941.20060606061, 59031.06737373737, 59120.93414141414, 59210.80090909091, 59300.667676767676, 59390.53444444444, 59480.401212121214, 59570.26797979798, 59660.134747474745, 59750.00151515152, 59839.86828282828, 59929.73505050505, 60019.601818181814, 60109.46858585859, 60199.33535353535, 60289.20212121212, 60379.06888888889, 60468.935656565656, 60558.80242424242, 60648.669191919194, 60738.53595959596, 60828.402727272725, 60918.26949494949, 61008.13626262626, 61098.00303030303, 61187.869797979794, 61277.73656565657, 61367.60333333333, 61457.4701010101, 61547.33686868687, 61637.203636363636, 61727.0704040404, 61816.937171717174, 61906.80393939394, 61996.670707070705, 62086.53747474747, 62176.40424242424, 62266.27101010101, 62356.137777777774, 62446.00454545455, 62535.87131313131, 62625.73808080808, 62715.60484848484, 62805.471616161616, 62895.33838383838, 62985.205151515154, 63075.07191919192, 63164.938686868685, 63254.80545454545, 63344.67222222222, 63434.53898989899, 63524.405757575754, 63614.27252525253, 63704.13929292929, 63794.00606060606, 63883.87282828282, 63973.739595959596, 64063.60636363636, 64153.47313131313, 64243.3398989899, 64333.206666666665, 64423.07343434343, 64512.9402020202, 64602.80696969697, 64692.673737373734, 64782.54050505051, 64872.40727272727, 64962.27404040404, 65052.1408080808, 65142.007575757576, 65231.87434343434, 65321.74111111111, 65411.60787878788, 65501.474646464645, 65591.34141414141, 65681.20818181818, 65771.07494949494, 65860.94171717172, 65950.80848484849, 66040.67525252525, 66130.54202020202, 66220.40878787878, 66310.27555555555, 66400.14232323231, 66490.0090909091, 66579.87585858586, 66669.74262626262, 66759.60939393939, 66849.47616161616, 66939.34292929292, 67029.20969696969, 67119.07646464647, 67208.94323232323, 67298.81]"
6,2024-06-17 01:15:00,2024-06-17 01:15:00,66604.57,66607.46,66234.26,66414.01,495.84514,66400.14232323231,66400.14232323231,66400.14232323231,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 495.84514, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[58402.0, 58491.866767676765, 58581.73353535354, 58671.6003030303, 58761.46707070707, 58851.33383838384, 58941.20060606061, 59031.06737373737, 59120.93414141414, 59210.80090909091, 59300.667676767676, 59390.53444444444, 59480.401212121214, 59570.26797979798, 59660.134747474745, 59750.00151515152, 59839.86828282828, 59929.73505050505, 60019.601818181814, 60109.46858585859, 60199.33535353535, 60289.20212121212, 60379.06888888889, 60468.935656565656, 60558.80242424242, 60648.669191919194, 60738.53595959596, 60828.402727272725, 60918.26949494949, 61008.13626262626, 61098.00303030303, 61187.869797979794, 61277.73656565657, 61367.60333333333, 61457.4701010101, 61547.33686868687, 61637.203636363636, 61727.0704040404, 61816.937171717174, 61906.80393939394, 61996.670707070705, 62086.53747474747, 62176.40424242424, 62266.27101010101, 62356.137777777774, 62446.00454545455, 62535.87131313131, 62625.73808080808, 62715.60484848484, 62805.471616161616, 62895.33838383838, 62985.205151515154, 63075.07191919192, 63164.938686868685, 63254.80545454545, 63344.67222222222, 63434.53898989899, 63524.405757575754, 63614.27252525253, 63704.13929292929, 63794.00606060606, 63883.87282828282, 63973.739595959596, 64063.60636363636, 64153.47313131313, 64243.3398989899, 64333.206666666665, 64423.07343434343, 64512.9402020202, 64602.80696969697, 64692.673737373734, 64782.54050505051, 64872.40727272727, 64962.27404040404, 65052.1408080808, 65142.007575757576, 65231.87434343434, 65321.74111111111, 65411.60787878788, 65501.474646464645, 65591.34141414141, 65681.20818181818, 65771.07494949494, 65860.94171717172, 65950.80848484849, 66040.67525252525, 66130.54202020202, 66220.40878787878, 66310.27555555555, 66400.14232323231, 66490.0090909091, 66579.87585858586, 66669.74262626262, 66759.60939393939, 66849.47616161616, 66939.34292929292, 67029.20969696969, 67119.07646464647, 67208.94323232323, 67298.81]"
7,2024-06-17 01:30:00,2024-06-17 01:30:00,66414.01,66470.0,66326.0,66334.0,107.7767,66310.27555555555,66310.27555555555,66310.27555555555,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 107.7767, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[58402.0, 58491.866767676765, 58581.73353535354, 58671.6003030303, 58761.46707070707, 58851.33383838384, 58941.20060606061, 59031.06737373737, 59120.93414141414, 59210.80090909091, 59300.667676767676, 59390.53444444444, 59480.401212121214, 59570.26797979798, 59660.134747474745, 59750.00151515152, 59839.86828282828, 59929.73505050505, 60019.601818181814, 60109.46858585859, 60199.33535353535, 60289.20212121212, 60379.06888888889, 60468.935656565656, 60558.80242424242, 60648.669191919194, 60738.53595959596, 60828.402727272725, 60918.26949494949, 61008.13626262626, 61098.00303030303, 61187.869797979794, 61277.73656565657, 61367.60333333333, 61457.4701010101, 61547.33686868687, 61637.203636363636, 61727.0704040404, 61816.937171717174, 61906.80393939394, 61996.670707070705, 62086.53747474747, 62176.40424242424, 62266.27101010101, 62356.137777777774, 62446.00454545455, 62535.87131313131, 62625.73808080808, 62715.60484848484, 62805.471616161616, 62895.33838383838, 62985.205151515154, 63075.07191919192, 63164.938686868685, 63254.80545454545, 63344.67222222222, 63434.53898989899, 63524.405757575754, 63614.27252525253, 63704.13929292929, 63794.00606060606, 63883.87282828282, 63973.739595959596, 64063.60636363636, 64153.47313131313, 64243.3398989899, 64333.206666666665, 64423.07343434343, 64512.9402020202, 64602.80696969697, 64692.673737373734, 64782.54050505051, 64872.40727272727, 64962.27404040404, 65052.1408080808, 65142.007575757576, 65231.87434343434, 65321.74111111111, 65411.60787878788, 65501.474646464645, 65591.34141414141, 65681.20818181818, 65771.07494949494, 65860.94171717172, 65950.80848484849, 66040.67525252525, 66130.54202020202, 66220.40878787878, 66310.27555555555, 66400.14232323231, 66490.0090909091, 66579.87585858586, 66669.74262626262, 66759.60939393939, 66849.47616161616, 66939.34292929292, 67029.20969696969, 67119.07646464647, 67208.94323232323, 67298.81]"
8,2024-06-17 01:45:00,2024-06-17 01:45:00,66334.0,66528.6,66334.0,66472.26,279.80414,66400.14232323231,66400.14232323231,66400.14232323231,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 279.80414, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[58402.0, 58491.866767676765, 58581.73353535354, 58671.6003030303, 58761.46707070707, 58851.33383838384, 58941.20060606061, 59031.06737373737, 59120.93414141414, 59210.80090909091, 59300.667676767676, 59390.53444444444, 59480.401212121214, 59570.26797979798, 59660.134747474745, 59750.00151515152, 59839.86828282828, 59929.73505050505, 60019.601818181814, 60109.46858585859, 60199.33535353535, 60289.20212121212, 60379.06888888889, 60468.935656565656, 60558.80242424242, 60648.669191919194, 60738.53595959596, 60828.402727272725, 60918.26949494949, 61008.13626262626, 61098.00303030303, 61187.869797979794, 61277.73656565657, 61367.60333333333, 61457.4701010101, 61547.33686868687, 61637.203636363636, 61727.0704040404, 61816.937171717174, 61906.80393939394, 61996.670707070705, 62086.53747474747, 62176.40424242424, 62266.27101010101, 62356.137777777774, 62446.00454545455, 62535.87131313131, 62625.73808080808, 62715.60484848484, 62805.471616161616, 62895.33838383838, 62985.205151515154, 63075.07191919192, 63164.938686868685, 63254.80545454545, 63344.67222222222, 63434.53898989899, 63524.405757575754, 63614.27252525253, 63704.13929292929, 63794.00606060606, 63883.87282828282, 63973.739595959596, 64063.60636363636, 64153.47313131313, 64243.3398989899, 64333.206666666665, 64423.07343434343, 64512.9402020202, 64602.80696969697, 64692.673737373734, 64782.54050505051, 64872.40727272727, 64962.27404040404, 65052.1408080808, 65142.007575757576, 65231.87434343434, 65321.74111111111, 65411.60787878788, 65501.474646464645, 65591.34141414141, 65681.20818181818, 65771.07494949494, 65860.94171717172, 65950.80848484849, 66040.67525252525, 66130.54202020202, 66220.40878787878, 66310.27555555555, 66400.14232323231, 66490.0090909091, 66579.87585858586, 66669.74262626262, 66759.60939393939, 66849.47616161616, 66939.34292929292, 67029.20969696969, 67119.07646464647, 67208.94323232323, 67298.81]"
